gene_id	symbol	entrez	baseMean	log2FoldChange	lfcSE	pvalue	padj	significant
ENSG00000152583	SPARCL1	8404	998.836295686365	4.55761669288388	0.186055038467572	8.51254145710622e-136	7.32036002603849e-132	TRUE
ENSG00000165995	CACNB2	783	495.970866947847	3.2792452966593	0.13269439283915	5.23980100909863e-136	7.32036002603849e-132	TRUE
ENSG00000120129	DUSP1	1843	3414.35250143826	2.9352372336066	0.122987950088885	4.57493942241699e-128	2.62281277087166e-124	TRUE
ENSG00000101347	SAMHD1	25939	12725.5483446414	3.75291821919955	0.158545265553763	2.81924159581035e-127	1.21220340515856e-123	TRUE
ENSG00000189221	MAOA	4128	2344.741806848	3.34052918815125	0.143665499835112	3.23875747596176e-122	1.11406779658133e-118	TRUE
ENSG00000211445	GPX3	2878	12309.0438683843	3.71444292998744	0.169282106300282	7.17546625932314e-110	2.05684740323498e-106	TRUE
ENSG00000157214	STEAP2	261729	3014.4054257626	1.9675875834948	0.0912870300696034	2.527052978721e-104	6.20896916871749e-101	TRUE
ENSG00000162614	NEXN	91624	5401.52919649821	2.02710991153909	0.0959515425517187	1.90086380295526e-100	4.08661956837844e-97	TRUE
ENSG00000125148	MT2A	4502	3661.03493050943	2.19659467356368	0.107006193259502	1.81110711182153e-95	3.46102569069094e-92	TRUE
ENSG00000154734	ADAMTS1	9510	30361.9266493912	2.33317659732494	0.117918163564062	6.43771300896568e-89	1.10722226041201e-85	TRUE
ENSG00000139132	FGD4	121512	1225.31755701509	2.21681955885588	0.113715938508079	4.68072160646359e-86	6.81968989167649e-83	TRUE
ENSG00000162493	PDPN	10630	1101.38949140574	1.88076890838112	0.0963508546792154	4.75819981976382e-86	6.81968989167649e-83	TRUE
ENSG00000162692	VCAM1	7412	509.128457839925	-3.67535338718773	0.191226049229816	1.06690369108469e-84	1.41151358330504e-81	TRUE
ENSG00000134243	SORT1	6272	5518.74001305685	2.18104525243009	0.113299754499217	3.20126695648275e-84	3.67057269230312e-81	TRUE
ENSG00000179094	PER1	5187	777.618872082476	3.17533843196664	0.165527844429099	3.13721043900447e-84	3.67057269230312e-81	TRUE
ENSG00000163884	KLF15	28999	562.04491384198	4.43374069825683	0.237006177873199	1.13173838645791e-80	1.2165480317931e-77	TRUE
ENSG00000178695	KCTD12	115207	2654.93588434144	-2.51398966357255	0.136268688970622	4.6150209972781e-78	4.66904389012859e-75	TRUE
ENSG00000148848	ADAM12	8038	1367.56703569229	-1.80472069990036	0.101041884736201	1.07895032793494e-72	1.03093703834183e-69	TRUE
ENSG00000198624	CCDC69	26112	2060.35693212781	2.89930892843357	0.164029231188861	2.3681310080029e-72	2.14365711613905e-69	TRUE
ENSG00000146250	PRSS35	167681	314.349923444062	-2.74099494335451	0.153873638225373	3.52186350383698e-72	3.02862652012461e-69	TRUE
ENSG00000107562	CXCL12	6387	25180.2998964898	-1.90065962307102	0.107717917935236	3.17538999511609e-71	2.60064440600007e-68	TRUE
ENSG00000106976	DNM1	1759	886.464850413302	-1.74749267243561	0.100197646803656	3.10782958619149e-69	2.42961641149579e-66	TRUE
ENSG00000154930	ACSS1	84532	671.224041765585	1.88580570283136	0.108756788110325	1.44364933696245e-68	1.07953586723553e-65	TRUE
ENSG00000163394	CCKAR	886	1219.96089854804	-2.17531013900393	0.126696190103748	1.64291371663216e-67	1.17735304218152e-64	TRUE
ENSG00000253368	TRNP1	388610	1041.82976277099	1.97428599039915	0.115519570709923	6.71604026687152e-67	4.62036706199693e-64	TRUE
ENSG00000163661	PTX3	5806	8580.29129170708	2.24206555872561	0.132798075306303	6.11672434623857e-66	4.04621315503681e-63	TRUE
ENSG00000124766	SOX4	6659	1283.73777067204	-2.39576543240665	0.142207690889054	1.10935117446859e-65	7.06656698136489e-63	TRUE
ENSG00000162616	DNAJB4	11080	1469.83119653162	1.50798604505702	0.0889276743197394	1.16442120784546e-65	7.15245726919071e-63	TRUE
ENSG00000197381	ADARB1	104	1971.36937634418	2.30450231646891	0.137141195262445	3.86555133219796e-65	2.29253852974044e-62	TRUE
ENSG00000148175	STOM	2040	11210.2327160418	1.43756591249896	0.0860231764138774	6.68398754981472e-64	3.83193006230878e-61	TRUE
ENSG00000172403	SYNPO2	171024	8024.7976840304	1.72448512477481	0.104761832204222	7.16748270997339e-63	3.97656564931717e-60	TRUE
ENSG00000116285	ERRFI1	54206	3237.33928534783	2.40658664869409	0.146670515140816	1.79024872675964e-62	9.62202745360598e-60	TRUE
ENSG00000163083	INHBB	3625	419.036405393712	3.42291493791082	0.209523573971562	5.37496527735973e-62	2.80133417591849e-59	TRUE
ENSG00000166741	NNMT	4837	7442.65445940267	2.17241560783084	0.136777027736747	1.77577292701338e-58	8.98279957991269e-56	TRUE
ENSG00000105989	WNT2	7472	334.027914985644	-3.01921867685691	0.190379862940344	5.23956286160343e-58	2.57472119019192e-55	TRUE
ENSG00000070404	FSTL3	10272	2131.52931228582	1.80143780731855	0.114959188023257	9.92602178537677e-57	4.74215690796375e-54	TRUE
ENSG00000122035	RASL11A	387496	945.172570556691	2.27027582611119	0.146011923635499	4.46827417839262e-56	2.07702290795067e-53	TRUE
ENSG00000119139	TJP2	9414	5038.37329643745	1.91360429008144	0.12419572838464	4.5687014649625e-55	2.06781832883921e-52	TRUE
ENSG00000136478	TEX2	55852	3707.38629372524	1.4534852787244	0.0944710824862365	1.29228969957047e-54	5.69899757510577e-52	TRUE
ENSG00000221866	PLXNA4	91584	847.55061612767	2.72573042128412	0.183826757797924	6.65045702689542e-52	2.85953026013936e-49	TRUE
ENSG00000060718	COL11A1	1301	364.492339461011	2.40470149334701	0.161218819973039	7.29857586562337e-52	3.06166356860625e-49	TRUE
ENSG00000157150	TIMP4	7079	167.777694782853	2.91800683227446	0.195171967974002	8.57921319024925e-52	3.43148575951388e-49	TRUE
ENSG00000196569	LAMA2	3908	17207.7903795983	2.01199080215183	0.135321906366665	8.54987187301668e-52	3.43148575951388e-49	TRUE
ENSG00000172986	GXYLT2	727936	757.855733956584	-1.56428182784449	0.104586083604241	1.62598263574451e-51	6.35574439822043e-49	TRUE
ENSG00000099337	KCNK6	9424	530.669123464864	2.69413030666334	0.182042664850485	2.4966338464963e-51	9.54213456130887e-49	TRUE
ENSG00000126803	HSPA2	3306	449.459316058619	2.43659245266812	0.164446889447241	3.34959745443859e-51	1.2523853612802e-48	TRUE
ENSG00000108821	COL1A1	1277	101171.204153438	-1.29609031515131	0.0872843288706575	5.31140013224391e-51	1.94363342286092e-48	TRUE
ENSG00000100242	SUN2	25777	2240.04981649941	1.84074124436326	0.124716281775384	7.7766270219628e-51	2.78646266980705e-48	TRUE
ENSG00000145685	LHFPL2	10184	2021.76393039505	-1.23135239937571	0.0831547077665089	1.08508486691854e-50	3.80864788288407e-48	TRUE
ENSG00000134686	PHC2	1912	2742.04408470228	1.36908457389952	0.0932312463429105	2.07659320637494e-50	7.14306531128853e-48	TRUE
ENSG00000138316	ADAMTS14	140766	800.971681062801	-2.48615067698252	0.1709708243208	5.52832462622803e-50	1.86434618130384e-47	TRUE
ENSG00000102804	TSC22D1	8848	5405.32995510231	1.19051608251785	0.0814355816449329	1.77863581064313e-49	5.88283794370216e-47	TRUE
ENSG00000168309	FAM107A	11170	159.901383953523	4.78782004593778	0.328332475700116	3.40845669613434e-49	1.10607635314744e-46	TRUE
ENSG00000124440	HIF3A	64344	197.414518674893	2.5064446884654	0.172274318994238	4.26547668220435e-49	1.35855432328209e-46	TRUE
ENSG00000131389	SLC6A6	6533	741.884962411023	-2.10670621110576	0.146128240206449	9.41421444963712e-49	2.94391044216925e-46	TRUE
ENSG00000133142	TCEAL4	79921	3060.77107617681	1.52311859861878	0.105543808969349	1.41947691901846e-48	4.35956848753543e-46	TRUE
ENSG00000103742	IGDCC4	57722	371.34111196302	-2.1781096983689	0.151724013344188	3.92878371915744e-48	1.18545879273314e-45	TRUE
ENSG00000103196	CRISPLD2	83716	3087.31912620913	2.60486954103382	0.184092320699979	6.91694775122976e-48	2.05111352367932e-45	TRUE
ENSG00000141401	IMPA2	3613	628.478421622167	2.30479129062772	0.161612585928825	9.25309126460204e-48	2.69735451965916e-45	TRUE
ENSG00000152268	NA	NA	1600.15858101577	1.89590918099952	0.132890814873655	1.14664182350468e-47	3.28684878707617e-45	TRUE
ENSG00000163171	CDC42EP3	10602	1359.98198570612	1.49156131425565	0.104360199271996	1.57891009187632e-47	4.4517499459313e-45	TRUE
ENSG00000112837	TBX18	9096	2759.93033551282	-1.81843270454515	0.129219265848655	1.74768503353664e-46	4.84813465996721e-44	TRUE
ENSG00000164647	STEAP1	26872	1923.66540807092	1.55152060951217	0.110915519903672	9.09237784031792e-46	2.48221915040679e-43	TRUE
ENSG00000068383	INPP5A	3632	1249.55734285834	1.3672418069053	0.0979916274609305	2.22397831417763e-45	5.97659422274079e-43	TRUE
ENSG00000156675	RAB11FIP1	80223	1634.01756046095	1.53191081920644	0.110338499111083	4.34150583271199e-45	1.14876244333559e-42	TRUE
ENSG00000136999	CCN3	4856	436.729285853603	-2.52822635403667	0.183872123611972	7.09060195084341e-45	1.84774640837206e-42	TRUE
ENSG00000196517	SLC6A9	6536	230.096656145414	-2.20923873341956	0.159751432560154	9.52002918972557e-45	2.44380570200134e-42	TRUE
ENSG00000206538	VGLL3	389136	12776.7931125587	1.35246335322961	0.09952868359358	3.06360563246636e-43	7.74866959893956e-41	TRUE
ENSG00000167641	PPP1R14A	94274	231.948469053589	2.86472052408695	0.212579210006846	3.14221278759634e-43	7.83230691795209e-41	TRUE
ENSG00000134363	FST	10468	2911.90201643449	-1.79021830210278	0.132523629830365	3.72824524666663e-43	9.1602985710599e-41	TRUE
ENSG00000227051	C14orf132	56967	4624.49124830668	-1.14107963112397	0.0844006955036484	9.37945026319341e-43	2.27207274755864e-40	TRUE
ENSG00000109906	ZBTB16	7704	385.649573663506	7.27161936099034	0.543866167350035	9.5636418340306e-43	2.28451494310406e-40	TRUE
ENSG00000149218	ENDOD1	23052	2029.96583563814	1.90591763340612	0.142169370935344	1.41701155788422e-42	3.33851805260968e-40	TRUE
ENSG00000126016	AMOT	154796	387.085528658502	-2.35023109425016	0.175988716090858	2.25530825951756e-42	5.2417630750598e-40	TRUE
ENSG00000130513	GDF15	9518	451.771397405908	-1.84781607209052	0.138431444848323	4.15010892349563e-42	9.51702978336017e-40	TRUE
ENSG00000106484	MEST	4232	678.713915920672	-1.84534934457434	0.138312222113607	5.21529304456087e-42	1.1802345404395e-39	TRUE
ENSG00000185432	TMT1A	25840	3892.45643121619	2.22446213747749	0.168083838039334	5.56502024690261e-42	1.24302315878543e-39	TRUE
ENSG00000124762	CDKN1A	1026	8033.46560962925	-0.999949989684457	0.0745961788227275	6.18502446792286e-42	1.36379789517699e-39	FALSE
ENSG00000163378	EOGT	285203	1807.83166109998	1.24817395358555	0.0936652815922445	1.26417332456568e-41	2.75221734293736e-39	TRUE
ENSG00000150907	FOXO1	2308	679.9981795114	2.20322336990449	0.166656202475702	1.38244895577178e-41	2.97209244878987e-39	TRUE
ENSG00000151726	ACSL1	2180	1462.44810443577	1.58152147267721	0.120059969872391	4.07641038600044e-41	8.65557805294094e-39	TRUE
ENSG00000221869	CEBPD	1052	1966.12350299322	1.48156316628059	0.112404935030172	5.09667550255297e-41	1.06899660937084e-38	TRUE
ENSG00000169715	MT1E	4493	554.981593361796	2.18807982795108	0.167484019753753	5.3611053347892e-41	1.11091145365108e-38	TRUE
ENSG00000196975	ANXA4	307	4916.45320793679	1.17153480332036	0.0888035920421068	7.53294352600705e-41	1.54237018694994e-38	TRUE
ENSG00000013293	SLC7A14	57709	245.03690687497	-2.85189067646596	0.218694558908519	1.67539596240355e-40	3.39001590086808e-38	TRUE
ENSG00000185950	IRS2	8660	1977.92435781335	2.10012644796845	0.162933032993824	7.56384189299609e-40	1.5126804269493e-37	TRUE
ENSG00000145390	USP53	54532	8459.98619060598	2.12269134297412	0.165448559672253	1.3799825018775e-39	2.72808264940128e-37	TRUE
ENSG00000147027	TMEM47	83604	12615.4545701322	1.14912585983867	0.0891500184135007	2.83365288337808e-39	5.53818135695676e-37	TRUE
ENSG00000131831	RAI2	10742	1019.41644748586	1.41166417009792	0.109588338388149	4.29863364365861e-39	8.30698876823421e-37	TRUE
ENSG00000137672	TRPC6	7225	656.33228692676	1.93139634265259	0.150879423543525	5.11818893487568e-39	9.78085905454743e-37	TRUE
ENSG00000146122	DAAM2	23500	1945.3248938542	1.66298358244619	0.130520124094461	1.41135395175836e-38	2.6674589688233e-36	TRUE
ENSG00000119138	KLF9	687	1686.01345469266	2.05562357095843	0.16348880544714	4.47588996629287e-38	8.36748168807295e-36	TRUE
ENSG00000163110	PDLIM5	10611	1316.14228545506	1.58879624361936	0.125416754947362	4.72679030660885e-38	8.74151252509307e-36	TRUE
ENSG00000020577	SAMD4A	23034	3109.77760469355	1.18972982565938	0.0938745448728267	6.94322107489209e-38	1.27038786454329e-35	TRUE
ENSG00000071282	LMCD1	29995	3665.87867876819	1.58686996325351	0.126381276427669	1.54708951992209e-37	2.80088343717264e-35	TRUE
ENSG00000138735	PDE5A	8654	6864.28939575667	-1.16500691900455	0.0926805155663999	1.9634055212143e-37	3.5175637041005e-35	TRUE
ENSG00000101825	MXRA5	25878	4776.92377242599	-1.31239041214035	0.104826805990438	4.85731996124735e-37	8.61247897046322e-35	TRUE
ENSG00000246430	LINC00968	100507632	2165.86873021087	2.03088550306744	0.164529922196967	1.39412732832645e-36	2.44669346121292e-34	TRUE
ENSG00000099998	GGT5	2687	506.737581133211	2.35119317504644	0.191493385033077	1.92544076926683e-36	3.34501573642628e-34	TRUE
ENSG00000162407	PLPP3	8613	25905.8798016956	-0.992341110684973	0.0798770147127417	2.24131547909006e-36	3.85483849248699e-34	FALSE
ENSG00000046653	GPM6B	2824	1091.31459556636	2.36484643144221	0.193490048279337	2.99980976061587e-36	5.10828990820122e-34	TRUE
ENSG00000106617	PRKAG2	51422	1019.95025521055	1.59617509470163	0.12986678414212	4.36730573650877e-36	7.3640481727661e-34	TRUE
ENSG00000163513	TGFBR2	7048	13237.1301498161	1.44115821757738	0.117125079708079	4.52524411697348e-36	7.55627898716766e-34	TRUE
ENSG00000137809	ITGA11	22801	1118.02616268047	-1.70082215828641	0.139156963884901	7.89089080443806e-36	1.30495606678394e-33	TRUE
ENSG00000163431	LMOD1	25802	4943.35879934253	1.14806697409923	0.0935090611675679	8.06069764771805e-36	1.32034227469622e-33	TRUE
ENSG00000115457	IGFBP2	3485	1921.60850005955	2.18349469787875	0.183887432593015	1.4765645168269e-34	2.39579557782131e-32	TRUE
ENSG00000214814	FER1L6	654463	243.837584130276	-3.02065018274985	0.253501788459912	2.49869207119454e-34	4.01635560116588e-32	TRUE
ENSG00000119508	NR4A3	8013	216.908851808554	2.04911118930705	0.171667257155348	3.83456316697713e-34	6.10654184341108e-32	TRUE
